  3.100745571624316E-009  7.920435263294174E-009  2.023168083641613E-008
  4.007412063388592E-008  7.751683105232563E-008  1.499436294882493E-007
  2.900414235062418E-007  6.894243606203913E-007  1.672838229987175E-006
  4.059020689649617E-006  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010
  3.100751986346095E-009  7.920437410716409E-009  2.023095435943179E-008
  4.006384872179306E-008  7.748736332290020E-008  1.498792913049787E-007
  2.899246526558817E-007  6.892546348855711E-007  1.672532940201366E-006
  4.055992921917552E-006  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010
  3.100754829495696E-009  7.920440809587284E-009  2.023072174472085E-008
  4.005291565993357E-008  7.746766234199615E-008  1.498631637964321E-007
  2.899483429280453E-007  6.892655712496351E-007  1.672537503294966E-006
  4.055994752312173E-006  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010
  3.100755815577595E-009  7.920443268997024E-009  2.023084415597763E-008
  4.004551988087926E-008  7.745867595542096E-008  1.498669947833622E-007
  2.899765340537035E-007  6.892782580307865E-007  1.672542687518652E-006
  4.055996789407694E-006  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010
  3.100756144612598E-009  7.920445062619664E-009  2.023114247880061E-008
  4.004044288724902E-008  7.745206289537984E-008  1.498731705444169E-007
  2.900079621782351E-007  6.892922194581410E-007  1.672548334502295E-006
  4.055998981724240E-006  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
  1.000000013351432E-010  1.000000013351432E-010  1.000000013351432E-010
